noise1,noise2
0.09,0.05
0.1,0.05
0.11,0.06
0.115,0.065
0.105,0.07
0.105,0.06
0.11,0.065
0.12,0.08
0.12,0.075
0.115,0.07
0.11,0.07
0.1,0.09
0.1,0.09
0.105,0.08
0.1,0.08
0.1,0.075
0.11,0.075
0.12,0.095
0.11,0.095
0.105,0.095
0.095,0.095
0.105,0.09
0.11,0.08
0.11,0.07
0.1,0.085
0.1,0.085
0.11,0.08
0.11,0.08
0.1,0.08
0.1,0.075
0.09,0.085
0.09,0.085
0.09,0.08
0.09,0.075
0.09,0.08
0.095,0.075
0.105,0.06
0.105,0.06
0.105,0.06
0.105,0.065
0.105,0.06
0.095,0.055
0.085,0.055
0.075,0.065
0.08,0.065
0.085,0.055
0.085,0.045
0.09,0.05
0.095,0.045
0.1,0.035
0.105,0.03
0.11,0.025
0.11,0.025
0.105,0.04
0.095,0.05
0.1,0.05
0.115,0.035
0.11,0.025
0.1,0.03
0.1,0.04
0.12,0.04
0.12,0.04
0.115,0.035
0.115,0.035
0.125,0.04
0.13,0.055
0.12,0.07
0.12,0.055
0.12,0.05
0.125,0.055
0.115,0.05
0.115,0.045
0.12,0.04
0.11,0.04
0.105,0.045
0.105,0.045
0.115,0.035
0.11,0.035
0.105,0.04
0.095,0.05
0.1,0.03
0.105,0.025
0.105,0.03
0.105,0.03
0.105,0.035
0.11,0.05
0.1,0.04
0.09,0.025
0.085,0.025
0.095,0.04
0.095,0.04
0.095,0.045
0.1,0.035
0.1,0.05
0.105,0.05
0.11,0.04
0.095,0.04
0.09,0.04
0.09,0.05
0.09,0.05
0.105,0.015
0.105,0.0
0.085,0.01
0.095,0.015
0.095,0.025
0.08,0.04
0.095,0.04
0.1,0.025
0.095,0.02
0.095,0.04
0.09,0.045
0.085,0.035
0.085,0.02
0.09,0.025
0.095,0.035
0.085,0.045
0.085,0.045
0.09,0.035
0.085,0.03
0.085,0.035
0.085,0.045
0.09,0.05
0.095,0.04
0.08,0.04
0.07,0.05
0.09,0.07
0.09,0.06
0.085,0.055
0.07,0.065
0.07,0.065
0.075,0.06
0.08,0.055
0.08,0.055
0.075,0.045
0.065,0.035
0.06,0.035
0.06,0.04
0.07,0.045
0.085,0.04
0.08,0.03
0.07,0.03
0.06,0.045
0.065,0.05
0.065,0.055
0.06,0.06
0.06,0.05
0.06,0.035
0.065,0.025
0.075,0.015
0.08,0.015
0.075,0.02
0.06,0.04
0.06,0.02
0.055,0.01
0.06,0.015
0.07,0.025
0.075,0.03
0.07,0.025
0.07,0.025
0.055,0.03
0.05,0.03
0.045,0.02
0.05,0.02
0.06,0.025
0.07,0.035
0.07,0.015
0.065,0.02
0.06,0.03
0.06,0.015
0.065,0.03
0.06,0.045
0.06,0.045
0.05,0.035
0.05,0.04
0.055,0.03
0.045,0.04
0.04,0.045
0.05,0.04
0.05,0.04
0.045,0.045
0.05,0.04
0.04,0.04
0.03,0.035
0.025,0.03
0.025,0.04
0.02,0.04
0.025,0.04
0.04,0.05
0.035,0.05
0.025,0.045
0.015,0.045
0.02,0.045
0.025,0.04
0.025,0.035
0.015,0.035
0.02,0.035
0.025,0.035
0.015,0.05
0.01,0.035
0.0,0.035
-0.005,0.045
-0.005,0.045
0.0,0.045
-0.005,0.045
0.01,0.045
0.015,0.045
0.01,0.045
0.01,0.05
0.0,0.025
0.0,0.02
-0.005,0.02
0.015,0.025
0.02,0.03
0.01,0.02
0.01,0.01
0.0,0.02
-0.01,0.035
-0.025,0.035
-0.025,0.035
-0.02,0.03
-0.02,0.04
-0.02,0.025
-0.015,0.025
-0.02,0.045
-0.025,0.045
-0.03,0.04
-0.035,0.03
-0.035,0.045
-0.03,0.05
-0.025,0.055
-0.025,0.055
-0.025,0.04
-0.03,0.035
-0.04,0.045
-0.05,0.055
-0.055,0.06
-0.045,0.05
-0.05,0.05
-0.055,0.06
-0.055,0.075
-0.055,0.055
-0.06,0.05
-0.065,0.05
-0.065,0.05
-0.06,0.055
-0.065,0.06
-0.065,0.07
-0.085,0.07
-0.085,0.07
-0.07,0.08
-0.07,0.07
-0.075,0.07
-0.075,0.075
-0.075,0.065
-0.08,0.075
-0.085,0.085
-0.085,0.08
-0.085,0.08
-0.09,0.075
-0.1,0.07
-0.1,0.08
-0.105,0.075
-0.11,0.065
-0.125,0.065
-0.125,0.07
-0.12,0.075
-0.12,0.075
-0.12,0.075
-0.12,0.08
-0.12,0.08
-0.125,0.07
-0.12,0.065
-0.11,0.06
-0.11,0.06
-0.125,0.055
-0.135,0.055
-0.125,0.065
-0.13,0.065
-0.14,0.055
-0.14,0.055
-0.14,0.065
-0.135,0.06
-0.125,0.07
-0.13,0.085
-0.135,0.085
-0.135,0.075
-0.13,0.075
-0.135,0.08
-0.145,0.085
-0.145,0.08
-0.15,0.075
-0.16,0.075
-0.16,0.085
-0.16,0.085
-0.155,0.09
-0.145,0.105
-0.15,0.095
-0.15,0.08
-0.145,0.065
-0.175,0.065
-0.18,0.075
-0.185,0.085
-0.175,0.085
-0.19,0.095
-0.2,0.1
-0.205,0.085
-0.21,0.085
-0.215,0.08
-0.21,0.075
-0.21,0.085
-0.21,0.09
-0.205,0.085
-0.225,0.075
-0.235,0.085
-0.245,0.095
-0.245,0.095
-0.245,0.09
-0.25,0.09
-0.255,0.075
-0.24,0.075
-0.24,0.08
-0.25,0.075
-0.255,0.085
-0.25,0.085
-0.24,0.08
-0.245,0.08
-0.255,0.09
-0.26,0.095
-0.26,0.085
-0.26,0.095
-0.26,0.1
-0.265,0.095
-0.265,0.085
-0.265,0.08
-0.265,0.075
-0.275,0.075
-0.285,0.08
-0.285,0.085
-0.275,0.075
-0.27,0.07
-0.275,0.075
-0.275,0.075
-0.3,0.075
-0.305,0.08
-0.295,0.095
-0.3,0.095
-0.305,0.095
-0.3,0.1
-0.3,0.1
-0.3,0.105
-0.295,0.11
-0.295,0.11
-0.315,0.105
-0.32,0.1
-0.32,0.105
-0.32,0.1
-0.335,0.095
-0.35,0.105
-0.35,0.085
-0.345,0.095
-0.34,0.115
-0.34,0.11
-0.345,0.105
-0.35,0.095
-0.345,0.085
-0.365,0.09
-0.375,0.095
-0.375,0.085
-0.375,0.095
-0.365,0.095
-0.36,0.085
-0.365,0.09
-0.38,0.1
-0.39,0.1
-0.39,0.085
-0.385,0.1
-0.39,0.11
-0.39,0.11
-0.39,0.11
-0.395,0.105
-0.385,0.095
-0.39,0.095
-0.395,0.095
-0.395,0.09
-0.395,0.09
-0.395,0.095
-0.405,0.1
-0.405,0.1
-0.41,0.09
-0.415,0.085
-0.425,0.09
-0.425,0.09
-0.425,0.095
-0.435,0.095
-0.425,0.1
-0.42,0.105
-0.42,0.105
-0.415,0.1
-0.41,0.095
-0.41,0.095
-0.415,0.095
-0.415,0.12
-0.415,0.12
-0.41,0.11
-0.425,0.11
-0.425,0.12
-0.42,0.125
-0.43,0.115
-0.435,0.12
-0.435,0.125
-0.445,0.115
-0.455,0.11
-0.455,0.105
-0.45,0.105
-0.455,0.11
-0.465,0.115
-0.475,0.115
-0.475,0.11
-0.47,0.11
-0.475,0.115
-0.48,0.115
-0.49,0.12
-0.495,0.12
-0.495,0.125
-0.495,0.1
-0.495,0.105
-0.5,0.115
-0.49,0.1
-0.485,0.095
-0.49,0.105
-0.49,0.105
-0.495,0.1
-0.5,0.09
-0.505,0.095
-0.51,0.095
-0.51,0.09
-0.51,0.08
-0.51,0.09
-0.51,0.095
-0.51,0.095
-0.51,0.08
-0.52,0.08
-0.525,0.09
-0.5,0.085
-0.495,0.08
-0.5,0.08
-0.51,0.095
-0.515,0.09
-0.515,0.085
-0.5,0.09
-0.53,0.09
-0.545,0.09
-0.54,0.095
-0.53,0.095
-0.525,0.095
-0.52,0.095
-0.535,0.09
-0.535,0.09
-0.53,0.095
-0.53,0.095
-0.54,0.09
-0.54,0.095
-0.52,0.09
-0.52,0.085
-0.54,0.085
-0.565,0.1
-0.56,0.095
-0.55,0.09
-0.545,0.09
-0.545,0.09
-0.54,0.09
-0.535,0.09
-0.54,0.1
-0.525,0.105
-0.525,0.115
-0.55,0.13
-0.525,0.11
-0.52,0.11
-0.53,0.12
-0.525,0.11
-0.515,0.105
-0.515,0.1
-0.53,0.1
-0.53,0.105
-0.53,0.1
-0.545,0.11
-0.545,0.11
-0.54,0.105
-0.54,0.095
-0.535,0.095
-0.53,0.1
-0.535,0.105
-0.53,0.105
-0.54,0.11
-0.545,0.11
-0.55,0.11
-0.53,0.11
-0.525,0.115
-0.535,0.105
-0.535,0.105
-0.535,0.11
-0.53,0.105
-0.545,0.115
-0.55,0.13
-0.56,0.135
-0.57,0.125
-0.57,0.12
-0.56,0.115
-0.57,0.125
-0.56,0.125
-0.545,0.125
-0.53,0.12
-0.53,0.13
-0.53,0.13
-0.525,0.125
-0.53,0.115
-0.535,0.11
-0.535,0.105
-0.545,0.105
-0.555,0.11
-0.56,0.115
-0.56,0.12
-0.57,0.12
-0.575,0.13
-0.58,0.145
-0.58,0.145
-0.585,0.13
-0.59,0.12
-0.59,0.13
-0.585,0.13
-0.58,0.125
-0.58,0.125
-0.59,0.135
-0.6,0.14
-0.59,0.13
-0.59,0.13
-0.59,0.13
-0.6,0.13
-0.585,0.13
-0.585,0.125
-0.59,0.115
-0.59,0.125
-0.585,0.12
-0.58,0.11
-0.58,0.12
-0.575,0.12
-0.57,0.125
-0.56,0.125
-0.565,0.125
-0.57,0.125
-0.565,0.125
-0.565,0.125
-0.565,0.13
-0.56,0.135
-0.55,0.13
-0.55,0.13
-0.55,0.135
-0.54,0.145
-0.54,0.125
-0.54,0.115
-0.545,0.125
-0.55,0.14
-0.555,0.135
-0.555,0.125
-0.555,0.13
-0.56,0.13
-0.56,0.125
-0.57,0.12
-0.535,0.15
-0.535,0.145
-0.545,0.14
-0.545,0.125
-0.545,0.12
-0.55,0.135
-0.55,0.15
-0.545,0.15
-0.54,0.145
-0.545,0.145
-0.55,0.145
-0.555,0.145
-0.56,0.16
-0.565,0.16
-0.56,0.155
-0.535,0.145
-0.535,0.155
-0.535,0.15
-0.53,0.14
-0.55,0.145
-0.555,0.145
-0.56,0.145
-0.55,0.155
-0.555,0.16
-0.56,0.155
-0.565,0.14
-0.55,0.155
-0.545,0.165
-0.555,0.16
-0.55,0.16
-0.54,0.165
-0.535,0.165
-0.545,0.16
-0.55,0.16
-0.545,0.165
-0.545,0.165
-0.535,0.165
-0.53,0.165
-0.53,0.175
-0.53,0.175
-0.525,0.17
-0.515,0.165
-0.53,0.165
-0.535,0.165
-0.535,0.16
-0.525,0.16
-0.53,0.165
-0.54,0.17
-0.53,0.175
-0.53,0.185
-0.525,0.19
-0.53,0.195
-0.53,0.185
-0.52,0.18
-0.515,0.185
-0.54,0.185
-0.545,0.18
-0.54,0.175
-0.535,0.185
-0.53,0.19
-0.535,0.19
-0.53,0.18
-0.53,0.18
-0.525,0.175
-0.515,0.185
-0.515,0.18
-0.52,0.17
-0.53,0.17
-0.55,0.185
-0.545,0.19
-0.535,0.185
-0.535,0.185
-0.54,0.205
-0.545,0.205
-0.55,0.185
-0.535,0.165
-0.53,0.16
-0.545,0.17
-0.545,0.17
-0.545,0.18
-0.55,0.185
-0.55,0.185
-0.54,0.18
-0.525,0.185
-0.515,0.175
-0.515,0.175
-0.52,0.17
-0.53,0.17
-0.51,0.17
-0.505,0.165
-0.505,0.16
-0.51,0.155
-0.515,0.15
-0.515,0.145
-0.515,0.155
-0.51,0.155
-0.51,0.15
-0.53,0.16
-0.53,0.16
-0.525,0.16
-0.52,0.155
-0.52,0.165
-0.515,0.16
-0.52,0.15
-0.52,0.15
-0.52,0.15
-0.515,0.155
-0.515,0.155
-0.52,0.145
-0.525,0.155
-0.51,0.165
-0.51,0.15
-0.505,0.145
-0.51,0.15
-0.505,0.15
-0.5,0.15
-0.505,0.155
-0.505,0.155
-0.505,0.155
-0.505,0.155
-0.495,0.17
-0.495,0.155
-0.5,0.15
-0.49,0.16
-0.49,0.145
-0.49,0.145
-0.495,0.155
-0.495,0.155
-0.495,0.145
-0.495,0.14
-0.495,0.145
-0.49,0.145
-0.49,0.14
-0.51,0.135
-0.495,0.15
-0.49,0.155
-0.495,0.15
-0.51,0.13
-0.505,0.145
-0.495,0.165
-0.495,0.155
-0.49,0.15
-0.49,0.145
-0.485,0.15
-0.475,0.13
-0.475,0.14
-0.48,0.15
-0.49,0.15
-0.495,0.155
-0.495,0.155
-0.495,0.155
-0.475,0.15
-0.465,0.15
-0.48,0.14
-0.49,0.14
-0.495,0.145
-0.485,0.14
-0.48,0.14
-0.48,0.14
-0.49,0.13
-0.48,0.14
-0.47,0.145
-0.465,0.14
-0.475,0.135
-0.475,0.13
-0.47,0.13
-0.47,0.14
-0.475,0.145
-0.48,0.14
-0.47,0.135
-0.47,0.145
-0.47,0.15
-0.47,0.145
-0.47,0.145
-0.47,0.135
-0.475,0.125
-0.48,0.13
-0.47,0.14
-0.46,0.15
-0.46,0.15
-0.46,0.135
-0.47,0.13
-0.485,0.12
-0.465,0.125
-0.465,0.13
-0.48,0.135
-0.46,0.135
-0.455,0.12
-0.455,0.11
-0.465,0.125
-0.465,0.135
-0.46,0.14
-0.47,0.13
-0.48,0.13
-0.48,0.13
-0.465,0.125
-0.455,0.125
-0.45,0.12
-0.45,0.125
-0.45,0.13
-0.455,0.135
-0.455,0.135
-0.45,0.14
-0.455,0.135
-0.46,0.125
-0.46,0.125
-0.445,0.125
-0.44,0.125
-0.45,0.115
-0.46,0.125
-0.46,0.125
-0.45,0.12
-0.44,0.12
-0.435,0.125
-0.435,0.125
-0.435,0.125
-0.45,0.12
-0.45,0.12
-0.44,0.115
-0.455,0.115
-0.46,0.11
-0.45,0.105
-0.44,0.115
-0.43,0.11
-0.42,0.095
-0.43,0.105
-0.435,0.095
-0.43,0.085
-0.42,0.09
-0.42,0.08
-0.42,0.085
-0.43,0.105
-0.43,0.115
-0.42,0.105
-0.41,0.09
-0.42,0.09
-0.415,0.09
-0.4,0.085
-0.405,0.095
-0.4,0.1
-0.395,0.105
-0.395,0.095
-0.415,0.095
-0.425,0.09
-0.42,0.09
-0.405,0.08
-0.41,0.075
-0.42,0.08
-0.42,0.075
-0.415,0.075
-0.405,0.085
-0.405,0.085
-0.405,0.08
-0.41,0.085
-0.415,0.075
-0.395,0.07
-0.38,0.07
-0.37,0.08
-0.36,0.08
-0.36,0.08
-0.365,0.075
-0.375,0.075
-0.38,0.07
-0.38,0.07
-0.385,0.1
-0.39,0.075
-0.385,0.065
-0.36,0.07
-0.375,0.085
-0.375,0.085
-0.37,0.08
-0.37,0.08
-0.365,0.08
-0.36,0.085
-0.36,0.095
-0.355,0.09
-0.36,0.08
-0.375,0.07
-0.36,0.07
-0.355,0.08
-0.36,0.095
-0.36,0.095
-0.36,0.09
-0.355,0.085
-0.365,0.07
-0.355,0.07
-0.34,0.075
-0.34,0.075
-0.34,0.075
-0.33,0.08
-0.335,0.095
-0.335,0.095
-0.335,0.08
-0.33,0.065
-0.34,0.065
-0.34,0.08
-0.335,0.09
-0.345,0.09
-0.345,0.06
-0.34,0.045
-0.33,0.05
-0.335,0.055
-0.34,0.055
-0.33,0.045
-0.335,0.045
-0.33,0.06
-0.32,0.075
-0.32,0.075
-0.325,0.05
-0.325,0.035
-0.32,0.055
-0.32,0.05
-0.32,0.045
-0.31,0.045
-0.31,0.045
-0.31,0.045
-0.305,0.05
-0.3,0.05
-0.29,0.045
-0.275,0.03
-0.28,0.03
-0.285,0.04
-0.28,0.05
-0.28,0.05
-0.275,0.04
-0.27,0.035
-0.275,0.055
-0.27,0.065
-0.265,0.06
-0.26,0.04
-0.26,0.04
-0.26,0.035
-0.265,0.025
-0.265,0.03
-0.26,0.04
-0.26,0.045
-0.25,0.025
-0.245,0.045
-0.245,0.055
-0.255,0.045
-0.245,0.055
-0.24,0.055
-0.24,0.045
-0.245,0.045
-0.24,0.05
-0.23,0.045
-0.25,0.035
-0.245,0.03
-0.235,0.03
-0.235,0.035
-0.23,0.05
-0.225,0.05
-0.235,0.035
-0.225,0.035
-0.21,0.035
-0.195,0.03
-0.2,0.03
-0.22,0.045
-0.225,0.055
-0.23,0.055
-0.21,0.04
-0.215,0.04
-0.2,0.025
-0.2,0.045
-0.2,0.045
-0.19,0.03
-0.19,0.035
-0.185,0.04
-0.18,0.04
-0.185,0.05
-0.19,0.05
-0.185,0.04
-0.18,0.045
-0.18,0.035
-0.18,0.025
-0.17,0.035
-0.155,0.035
-0.15,0.035
-0.155,0.04
-0.155,0.05
-0.16,0.06
-0.155,0.06
-0.155,0.05
-0.145,0.055
-0.14,0.065
-0.14,0.06
-0.155,0.06
-0.16,0.06
-0.15,0.05
-0.15,0.05
-0.145,0.045
-0.145,0.04
-0.14,0.045
-0.135,0.05
-0.14,0.045
-0.14,0.045
-0.145,0.035
-0.15,0.035
-0.135,0.045
-0.13,0.04
-0.125,0.035
-0.135,0.04
-0.125,0.035
-0.11,0.025
-0.1,0.02
-0.095,0.02
-0.1,0.035
-0.105,0.045
-0.09,0.035
-0.09,0.035
-0.095,0.03
-0.1,0.015
-0.105,0.03
-0.105,0.03
-0.1,0.02
-0.105,0.025
-0.105,0.025
-0.1,0.02
-0.09,0.02
-0.085,0.015
-0.08,0.01
-0.075,0.0
-0.075,0.015
-0.075,0.02
-0.08,0.015
-0.07,0.015
-0.065,0.015
-0.07,0.02
-0.06,0.0
-0.055,0.005
-0.06,0.015
-0.06,0.015
-0.06,0.02
-0.055,0.02
-0.045,0.01
-0.045,0.02
-0.045,0.025
-0.06,0.025
-0.045,0.015
-0.04,0.01
-0.035,0.005
-0.035,0.005
-0.03,0.01
-0.035,0.005
-0.025,0.005
-0.03,0.0
-0.035,-0.005
-0.025,-0.015
-0.02,0.005
-0.02,0.005
-0.025,0.0
-0.03,-0.005
-0.035,-0.015
-0.035,-0.015
-0.035,0.0
-0.03,0.005
-0.035,0.005
-0.035,0.0
-0.025,0.0
-0.02,-0.005
-0.03,-0.02
-0.045,-0.02
-0.035,-0.025
-0.02,-0.035
-0.02,-0.025
-0.025,-0.02
-0.025,-0.02
-0.025,-0.02
-0.025,-0.02
-0.02,-0.015
-0.02,0.0
-0.02,-0.005
-0.025,-0.01
-0.035,-0.01
-0.03,-0.03
-0.02,-0.025
-0.01,-0.015
-0.005,-0.015
0.0,-0.025
-0.005,-0.035
-0.01,-0.04
-0.015,-0.035
-0.02,-0.03
-0.01,-0.03
-0.01,-0.025
-0.01,-0.025
-0.005,-0.035
-0.01,-0.035
-0.005,-0.025
0.005,-0.015
0.0,-0.025
0.015,-0.03
0.02,-0.025
0.01,-0.025
0.01,-0.025
0.005,-0.025
0.01,-0.03
0.015,-0.015
0.02,-0.015
0.015,-0.025
0.025,-0.01
0.02,-0.005
0.01,-0.01
0.01,0.0
0.02,-0.025
0.02,-0.015
0.02,-0.025
0.025,-0.03
0.03,-0.03
0.035,-0.02
0.02,-0.035
0.015,-0.035
0.02,-0.03
0.02,-0.04
0.025,-0.045
0.02,-0.04
0.015,-0.035
0.025,-0.035
0.035,-0.04
0.035,-0.04
0.03,-0.03
0.03,-0.03
0.04,-0.04
0.04,-0.05
0.045,-0.045
0.045,-0.035
0.045,-0.035
0.05,-0.035
0.05,-0.035
0.055,-0.03
0.055,-0.045
0.055,-0.05
0.065,-0.04
0.065,-0.04
0.07,-0.045
0.07,-0.06
0.065,-0.06
0.06,-0.045
0.06,-0.03
0.06,-0.03
0.06,-0.04
0.06,-0.045
0.07,-0.05
0.065,-0.05
0.06,-0.045
0.07,-0.055
0.07,-0.05
0.065,-0.055
0.06,-0.065
0.06,-0.065
0.065,-0.065
0.065,-0.06
0.055,-0.055
0.055,-0.06
0.06,-0.06
0.07,-0.075
0.07,-0.075
0.07,-0.08
0.065,-0.085
0.065,-0.08
0.055,-0.065
0.045,-0.05
0.04,-0.055
0.045,-0.06
0.05,-0.06
0.055,-0.055
0.065,-0.065
0.065,-0.075
0.05,-0.085
0.06,-0.085
0.065,-0.08
0.065,-0.08
0.065,-0.085
0.06,-0.085
0.055,-0.08
0.05,-0.075
0.05,-0.09
0.035,-0.08
0.03,-0.085
0.025,-0.085
0.02,-0.075
0.03,-0.065
0.035,-0.09
0.04,-0.095
0.035,-0.09
0.035,-0.09
0.035,-0.095
0.035,-0.09
0.025,-0.095
0.035,-0.095
0.045,-0.09
0.055,-0.075
0.03,-0.075
0.035,-0.085
0.05,-0.095
0.05,-0.1
0.055,-0.1
0.055,-0.095
0.05,-0.105
0.055,-0.1
0.055,-0.095
0.045,-0.11
0.045,-0.105
0.05,-0.1
0.06,-0.095
0.06,-0.105
0.045,-0.11
0.035,-0.105
0.045,-0.085
0.05,-0.1
0.045,-0.115
0.045,-0.115
0.05,-0.11
0.045,-0.115
0.055,-0.115
0.055,-0.1
0.05,-0.095
0.04,-0.105
0.05,-0.105
0.055,-0.1
0.055,-0.085
0.05,-0.09
0.05,-0.1
0.055,-0.095
0.06,-0.09
0.05,-0.115
0.05,-0.12
0.065,-0.105
0.055,-0.105
0.05,-0.11
0.055,-0.12
0.065,-0.11
0.06,-0.11
0.045,-0.11
0.045,-0.1
0.05,-0.115
0.055,-0.125
0.05,-0.13
0.05,-0.13
0.05,-0.125
0.05,-0.115
0.05,-0.09
0.055,-0.095
0.05,-0.11
0.055,-0.11
0.055,-0.11
0.055,-0.105
0.055,-0.105
0.06,-0.1
0.06,-0.095
0.06,-0.105
0.06,-0.12
0.05,-0.125
0.035,-0.11
0.045,-0.125
0.05,-0.115
0.055,-0.1
0.055,-0.105
0.045,-0.11
0.035,-0.115
0.04,-0.105
0.03,-0.105
0.02,-0.1
0.03,-0.11
0.04,-0.12
0.04,-0.11
0.035,-0.095
0.05,-0.09
0.055,-0.105
0.05,-0.12
0.04,-0.1
0.04,-0.105
0.045,-0.11
0.04,-0.09
0.04,-0.105
0.04,-0.105
0.045,-0.095
0.045,-0.1
0.05,-0.105
0.045,-0.1
0.045,-0.105
0.045,-0.105
0.045,-0.095
0.045,-0.095
0.055,-0.11
0.05,-0.11
0.035,-0.09
0.05,-0.09
0.055,-0.095
0.04,-0.105
0.045,-0.085
0.05,-0.08
0.045,-0.09
0.055,-0.11
0.06,-0.11
0.055,-0.11
0.035,-0.12
0.045,-0.105
0.05,-0.095
0.04,-0.1
0.04,-0.1
0.04,-0.095
0.05,-0.09
0.05,-0.095
0.055,-0.095
0.05,-0.09
0.05,-0.09
0.04,-0.09
0.035,-0.095
0.05,-0.1
0.05,-0.1
0.05,-0.095
0.045,-0.105
0.055,-0.1
0.06,-0.095
0.055,-0.09
0.06,-0.09
0.05,-0.085
0.04,-0.085
0.035,-0.085
0.055,-0.095
0.045,-0.095
0.055,-0.1
0.04,-0.085
0.03,-0.085
0.04,-0.105
0.045,-0.105
0.05,-0.095
0.045,-0.09
0.035,-0.095
0.045,-0.095
0.055,-0.09
0.05,-0.1
0.05,-0.11
0.045,-0.11
0.05,-0.085
0.045,-0.105
0.045,-0.105
0.06,-0.095
0.06,-0.08
0.06,-0.08
0.06,-0.09
0.055,-0.09
0.06,-0.085
0.07,-0.08
0.07,-0.09
0.07,-0.09
0.07,-0.085
0.06,-0.085
0.06,-0.075
0.07,-0.08
0.085,-0.09
0.075,-0.07
0.065,-0.07
0.06,-0.08
0.06,-0.08
0.055,-0.08
0.06,-0.09
0.06,-0.085
0.055,-0.07
0.06,-0.075
0.075,-0.09
0.07,-0.09
0.065,-0.08
0.06,-0.07
0.06,-0.08
0.06,-0.085
0.06,-0.08
0.06,-0.085
0.075,-0.08
0.08,-0.075
0.07,-0.075
0.065,-0.065
0.055,-0.07
0.045,-0.08
0.065,-0.08
0.07,-0.08
0.07,-0.08
0.065,-0.07
0.06,-0.07
0.06,-0.075
0.05,-0.065
0.06,-0.095
0.065,-0.095
0.06,-0.075
0.075,-0.07
0.08,-0.075
0.085,-0.09
0.085,-0.09
0.08,-0.09
0.07,-0.085
0.07,-0.095
0.06,-0.06
0.065,-0.065
0.07,-0.075
0.07,-0.075
0.075,-0.08
0.085,-0.07
0.085,-0.07
0.09,-0.07
0.1,-0.075
0.1,-0.075
0.085,-0.08
0.075,-0.08
0.075,-0.07
0.075,-0.07
0.075,-0.065
0.065,-0.06
0.065,-0.075
0.08,-0.075
0.095,-0.07
0.095,-0.07
0.085,-0.08
0.08,-0.08
0.08,-0.07
0.09,-0.075
0.1,-0.085
0.095,-0.075
0.095,-0.095
0.09,-0.105
0.08,-0.105
0.08,-0.095
0.095,-0.09
0.11,-0.085
0.11,-0.095
0.105,-0.1
0.095,-0.105
0.095,-0.1
0.105,-0.11
0.11,-0.1
0.105,-0.09
0.1,-0.1
0.095,-0.1
0.1,-0.09
0.1,-0.09
0.1,-0.095
0.11,-0.1
0.125,-0.1
0.115,-0.115
0.1,-0.115
0.09,-0.08
0.1,-0.08
0.105,-0.085
0.11,-0.085
0.11,-0.095
0.105,-0.1
0.1,-0.105
0.105,-0.105
0.11,-0.105
0.105,-0.11
0.115,-0.11
0.115,-0.095
0.11,-0.095
0.125,-0.11
0.125,-0.1
0.12,-0.095
0.13,-0.105
0.13,-0.105
0.13,-0.105
0.12,-0.095
0.12,-0.1
0.125,-0.105
0.12,-0.11
0.12,-0.11
0.125,-0.11
0.12,-0.105
0.135,-0.08
0.135,-0.09
0.15,-0.095
0.165,-0.095
0.165,-0.11
0.155,-0.11
0.15,-0.1
0.15,-0.11
0.145,-0.11
0.145,-0.1
0.135,-0.09
0.145,-0.09
0.145,-0.105
0.135,-0.12
0.135,-0.11
0.125,-0.105
0.12,-0.11
0.12,-0.1
0.145,-0.105
0.17,-0.12
0.165,-0.12
0.16,-0.12
0.155,-0.115
0.145,-0.11
0.145,-0.11
0.145,-0.115
0.14,-0.13
0.145,-0.13
0.145,-0.135
0.135,-0.14
0.135,-0.135
0.155,-0.13
0.165,-0.125
0.165,-0.125
0.165,-0.115
0.16,-0.115
0.155,-0.11
0.155,-0.115
0.16,-0.12
0.17,-0.13
0.17,-0.13
0.17,-0.125
0.17,-0.125
0.15,-0.115
0.145,-0.1
0.15,-0.09
0.145,-0.09
0.155,-0.1
0.165,-0.11
0.16,-0.105
0.17,-0.105
0.175,-0.115
0.17,-0.12
0.17,-0.12
0.185,-0.13
0.185,-0.135
0.165,-0.135
0.16,-0.125
0.165,-0.12
0.17,-0.12
0.18,-0.12
0.19,-0.125
0.2,-0.13
0.2,-0.115
0.195,-0.115
0.19,-0.12
0.19,-0.12
0.185,-0.125
0.18,-0.135
0.18,-0.135
0.175,-0.14
0.17,-0.14
0.165,-0.115
0.175,-0.125
0.195,-0.125
0.215,-0.115
0.2,-0.14
0.195,-0.15
0.195,-0.15
0.185,-0.145
0.185,-0.14
0.195,-0.14
0.185,-0.13
0.195,-0.155
0.2,-0.155
0.205,-0.135
0.19,-0.135
0.19,-0.14
0.195,-0.135
0.2,-0.135
0.2,-0.14
0.2,-0.145
0.215,-0.145
0.235,-0.15
0.245,-0.145
0.235,-0.14
0.225,-0.14
0.22,-0.145
0.21,-0.16
0.215,-0.145
0.235,-0.14
0.25,-0.14
0.255,-0.145
0.26,-0.155
0.255,-0.16
0.255,-0.16
0.235,-0.14
0.225,-0.135
0.215,-0.14
0.22,-0.15
0.225,-0.145
0.23,-0.135
0.25,-0.155
0.265,-0.16
0.275,-0.16
0.265,-0.17
0.26,-0.165
0.265,-0.155
0.265,-0.15
0.255,-0.15
0.24,-0.145
0.23,-0.15
0.25,-0.16
0.265,-0.155
0.28,-0.15
0.29,-0.175
0.295,-0.165
0.29,-0.15
0.28,-0.155
0.265,-0.16
0.255,-0.155
0.24,-0.165
0.275,-0.15
0.295,-0.15
0.31,-0.165
0.31,-0.175
0.3,-0.185
0.295,-0.19
0.305,-0.18
0.3,-0.175
