"EM noise, signal 0","EM noise, signal 1"
0.445,-0.13
0.44,-0.12
0.425,-0.12
0.41,-0.12
0.41,-0.095
0.395,-0.1
0.365,-0.11
0.33,-0.11
0.3,-0.11
0.275,-0.11
0.255,-0.1
0.245,-0.11
0.225,-0.12
0.205,-0.13
0.195,-0.13
0.19,-0.13
0.185,-0.13
0.18,-0.13
0.175,-0.12
0.17,-0.12
0.17,-0.11
0.17,-0.135
0.165,-0.13
0.16,-0.145
0.16,-0.145
0.16,-0.145
0.145,-0.155
0.165,-0.145
0.165,-0.135
0.155,-0.135
0.135,-0.15
0.115,-0.14
0.1,-0.13
0.085,-0.125
0.08,-0.115
0.115,-0.1
0.175,-0.085
0.175,-0.12
0.155,-0.135
0.13,-0.135
0.14,-0.085
0.155,-0.095
0.16,-0.115
0.15,-0.12
0.105,-0.115
0.07,-0.095
0.045,-0.075
0.04,-0.04
0.05,-0.035
0.08,-0.06
0.115,-0.105
0.075,-0.125
0.03,-0.13
0.06,-0.1
0.1,-0.09
0.145,-0.08
0.125,-0.085
0.245,-0.125
0.185,-0.16
0.05,-0.16
0.035,-0.105
0.07,-0.085
0.135,-0.085
0.165,-0.135
0.175,-0.15
0.155,-0.155
0.095,-0.155
0.065,-0.125
0.06,-0.125
0.09,-0.155
0.09,-0.165
0.065,-0.17
0.01,-0.165
-0.04,-0.135
-0.105,-0.115
-0.19,-0.105
-0.315,-0.115
-0.42,-0.11
-0.48,-0.095
-0.46,-0.095
-0.455,-0.1
-0.455,-0.115
-0.475,-0.125
-0.49,-0.14
-0.485,-0.145
-0.465,-0.145
-0.455,-0.135
-0.45,-0.125
-0.43,-0.115
-0.37,-0.115
-0.29,-0.115
-0.245,-0.11
-0.245,-0.11
-0.27,-0.125
-0.27,-0.125
-0.25,-0.11
-0.24,-0.115
-0.24,-0.12
-0.24,-0.115
-0.19,-0.115
-0.175,-0.135
-0.18,-0.15
-0.23,-0.145
-0.175,-0.13
-0.05,-0.12
0.125,-0.13
0.25,-0.13
0.33,-0.145
0.4,-0.16
0.535,-0.16
0.63,-0.155
0.705,-0.14
0.765,-0.135
0.795,-0.135
0.805,-0.145
0.78,-0.15
0.8,-0.165
0.825,-0.17
0.845,-0.17
0.885,-0.135
0.925,-0.105
0.96,-0.085
0.98,-0.11
0.995,-0.11
1.0,-0.11
0.985,-0.135
0.98,-0.14
0.975,-0.14
0.975,-0.14
0.955,-0.165
0.92,-0.185
0.88,-0.205
0.835,-0.205
0.79,-0.19
0.755,-0.16
0.745,-0.125
0.77,-0.11
0.8,-0.1
0.82,-0.095
0.83,-0.095
0.82,-0.1
0.78,-0.08
0.74,-0.07
0.73,-0.065
0.745,-0.075
0.77,-0.09
0.79,-0.09
0.805,-0.085
0.81,-0.085
0.82,-0.09
0.84,-0.1
0.88,-0.1
0.855,-0.1
0.83,-0.105
0.81,-0.105
0.8,-0.105
0.75,-0.11
0.68,-0.13
0.65,-0.105
0.625,-0.09
0.605,-0.075
0.575,-0.065
0.545,-0.07
0.525,-0.08
0.525,-0.08
0.47,-0.1
0.43,-0.11
0.395,-0.12
0.385,-0.125
0.37,-0.14
0.35,-0.155
0.33,-0.155
0.325,-0.15
0.32,-0.15
0.31,-0.15
0.295,-0.145
0.26,-0.15
0.21,-0.145
0.19,-0.145
0.19,-0.15
0.205,-0.14
0.17,-0.12
0.15,-0.125
0.135,-0.14
0.115,-0.14
0.09,-0.145
0.05,-0.15
0.0,-0.155
-0.02,-0.15
-0.025,-0.14
-0.015,-0.15
-0.025,-0.16
-0.05,-0.16
-0.08,-0.15
-0.09,-0.145
-0.095,-0.13
-0.095,-0.125
-0.11,-0.14
-0.115,-0.15
-0.13,-0.165
-0.12,-0.16
-0.185,-0.19
-0.2,-0.205
-0.18,-0.22
-0.17,-0.22
-0.155,-0.215
-0.14,-0.205
-0.145,-0.2
-0.155,-0.195
-0.16,-0.2
-0.16,-0.19
-0.16,-0.19
-0.165,-0.19
-0.155,-0.17
-0.155,-0.175
-0.145,-0.18
-0.12,-0.19
-0.12,-0.195
-0.125,-0.2
-0.13,-0.2
-0.11,-0.21
-0.105,-0.205
-0.11,-0.2
-0.11,-0.215
-0.095,-0.22
-0.09,-0.22
-0.09,-0.22
-0.095,-0.22
-0.1,-0.235
-0.1,-0.255
-0.095,-0.24
-0.09,-0.235
-0.1,-0.24
-0.12,-0.24
-0.125,-0.25
-0.135,-0.255
-0.13,-0.255
-0.13,-0.27
-0.115,-0.28
-0.1,-0.28
-0.09,-0.305
-0.085,-0.315
-0.095,-0.31
-0.105,-0.33
-0.11,-0.335
-0.1,-0.335
-0.075,-0.35
-0.055,-0.365
-0.025,-0.375
0.01,-0.38
0.025,-0.395
0.035,-0.405
0.045,-0.405
0.07,-0.405
0.085,-0.405
0.095,-0.415
0.095,-0.425
0.095,-0.445
0.105,-0.46
0.12,-0.46
0.12,-0.46
0.12,-0.475
0.135,-0.5
0.15,-0.485
0.16,-0.485
0.165,-0.5
0.185,-0.5
0.195,-0.5
0.2,-0.495
0.205,-0.49
0.21,-0.49
0.205,-0.495
0.205,-0.495
0.215,-0.48
0.235,-0.48
0.26,-0.49
0.28,-0.48
0.29,-0.48
0.28,-0.49
0.245,-0.475
0.22,-0.46
0.22,-0.445
0.285,-0.445
0.33,-0.465
0.365,-0.48
0.38,-0.49
0.38,-0.485
0.395,-0.475
0.41,-0.465
0.39,-0.465
0.38,-0.465
0.38,-0.46
0.37,-0.45
0.355,-0.445
0.345,-0.44
0.345,-0.45
0.385,-0.425
0.41,-0.4
0.425,-0.385
0.405,-0.4
0.395,-0.405
0.39,-0.41
0.415,-0.41
0.465,-0.42
0.51,-0.435
0.535,-0.435
0.52,-0.445
0.51,-0.455
0.505,-0.455
0.52,-0.455
0.52,-0.46
0.535,-0.47
0.54,-0.44
0.565,-0.43
0.595,-0.42
0.62,-0.405
0.64,-0.385
0.65,-0.365
0.655,-0.365
0.685,-0.36
0.715,-0.36
0.75,-0.36
0.785,-0.39
0.81,-0.405
0.83,-0.405
0.855,-0.385
0.855,-0.365
0.845,-0.355
0.855,-0.345
0.885,-0.335
0.915,-0.325
0.94,-0.325
0.97,-0.33
0.995,-0.33
1.015,-0.31
1.015,-0.31
1.015,-0.325
1.025,-0.345
1.025,-0.32
1.02,-0.31
1.005,-0.3
0.99,-0.31
0.975,-0.3
0.945,-0.295
0.965,-0.29
0.845,-0.305
0.79,-0.3
0.735,-0.295
0.69,-0.295
0.66,-0.305
0.635,-0.32
0.615,-0.305
0.61,-0.3
0.615,-0.295
0.64,-0.27
0.63,-0.255
0.625,-0.245
0.645,-0.25
0.645,-0.26
0.645,-0.265
0.65,-0.255
0.655,-0.255
0.655,-0.26
0.645,-0.255
0.63,-0.265
0.63,-0.265
0.64,-0.255
0.655,-0.265
0.655,-0.265
0.655,-0.26
0.665,-0.265
0.685,-0.265
0.71,-0.265
0.735,-0.275
0.74,-0.285
0.745,-0.29
0.745,-0.295
0.76,-0.295
0.765,-0.305
0.77,-0.31
0.765,-0.31
0.775,-0.315
0.76,-0.32
0.74,-0.315
0.73,-0.325
0.7,-0.33
0.665,-0.33
0.63,-0.33
0.605,-0.34
0.575,-0.35
0.52,-0.36
0.515,-0.36
0.51,-0.355
0.485,-0.35
0.465,-0.34
0.46,-0.34
0.47,-0.355
0.47,-0.355
0.465,-0.365
0.46,-0.375
0.46,-0.355
0.465,-0.335
0.465,-0.32
0.455,-0.33
0.46,-0.325
0.455,-0.32
0.425,-0.33
0.425,-0.33
0.43,-0.315
0.43,-0.295
0.42,-0.31
0.415,-0.315
0.425,-0.31
0.455,-0.285
0.455,-0.285
0.43,-0.295
0.445,-0.295
0.395,-0.29
0.405,-0.285
0.43,-0.29
0.415,-0.315
0.39,-0.335
0.375,-0.35
0.42,-0.335
0.395,-0.335
0.355,-0.335
0.33,-0.315
0.29,-0.305
0.245,-0.29
0.2,-0.27
0.27,-0.26
0.36,-0.28
0.45,-0.33
0.465,-0.375
0.43,-0.375
0.38,-0.355
0.345,-0.34
0.3,-0.33
0.25,-0.31
0.2,-0.28
0.285,-0.27
0.39,-0.28
0.49,-0.315
0.39,-0.345
0.38,-0.365
0.42,-0.375
0.44,-0.375
0.415,-0.365
0.38,-0.355
0.365,-0.355
0.285,-0.33
0.19,-0.32
0.235,-0.315
0.02,-0.32
-0.015,-0.31
-0.005,-0.325
-0.02,-0.335
-0.03,-0.335
-0.035,-0.325
0.005,-0.33
-0.015,-0.34
-0.04,-0.345
-0.045,-0.335
0.02,-0.325
0.07,-0.325
0.095,-0.345
0.105,-0.34
0.14,-0.335
0.175,-0.33
0.185,-0.315
0.18,-0.31
0.165,-0.315
0.16,-0.315
0.2,-0.32
0.265,-0.325
0.325,-0.325
0.36,-0.325
0.315,-0.335
0.2,-0.345
0.18,-0.34
0.2,-0.33
0.245,-0.32
0.27,-0.325
0.275,-0.34
0.265,-0.35
0.25,-0.34
0.21,-0.335
0.185,-0.34
0.18,-0.335
0.235,-0.355
0.245,-0.35
0.235,-0.36
0.3,-0.36
0.365,-0.345
0.43,-0.33
0.52,-0.33
0.625,-0.345
0.71,-0.365
0.76,-0.365
0.74,-0.365
0.735,-0.365
0.765,-0.385
0.805,-0.37
0.825,-0.36
0.835,-0.36
0.86,-0.36
0.87,-0.35
0.855,-0.33
0.8,-0.33
0.74,-0.33
0.665,-0.325
0.575,-0.34
0.485,-0.355
0.375,-0.375
0.255,-0.395
0.185,-0.4
0.17,-0.4
0.2,-0.385
0.25,-0.34
0.25,-0.33
0.235,-0.315
0.26,-0.285
0.3,-0.285
0.35,-0.29
0.33,-0.29
0.395,-0.285
0.38,-0.285
0.355,-0.27
0.375,-0.255
0.385,-0.24
0.37,-0.22
0.325,-0.225
0.33,-0.23
0.35,-0.23
0.345,-0.24
0.34,-0.25
0.335,-0.26
0.32,-0.27
0.335,-0.26
0.345,-0.26
0.345,-0.27
0.345,-0.27
0.295,-0.275
0.25,-0.28
0.25,-0.28
0.255,-0.27
0.255,-0.26
0.255,-0.25
0.245,-0.235
0.235,-0.235
0.22,-0.25
0.2,-0.245
0.165,-0.24
0.125,-0.25
0.12,-0.25
0.11,-0.255
0.1,-0.25
0.075,-0.24
0.07,-0.25
0.07,-0.265
0.07,-0.26
0.01,-0.265
-0.045,-0.255
-0.09,-0.255
-0.09,-0.255
-0.095,-0.26
-0.1,-0.255
-0.09,-0.245
-0.08,-0.245
-0.08,-0.245
-0.095,-0.215
-0.14,-0.225
-0.165,-0.24
-0.15,-0.23
-0.15,-0.24
-0.155,-0.25
-0.165,-0.245
-0.165,-0.245
-0.18,-0.245
-0.195,-0.25
-0.205,-0.25
-0.21,-0.25
-0.205,-0.25
-0.18,-0.24
-0.195,-0.245
-0.22,-0.255
-0.25,-0.26
-0.245,-0.26
-0.245,-0.255
-0.255,-0.255
-0.24,-0.255
-0.23,-0.26
-0.225,-0.265
-0.225,-0.275
-0.205,-0.28
-0.19,-0.285
-0.185,-0.285
-0.235,-0.29
-0.235,-0.3
-0.21,-0.295
-0.215,-0.305
-0.23,-0.31
-0.25,-0.305
-0.25,-0.31
-0.24,-0.315
-0.23,-0.315
-0.235,-0.32
-0.235,-0.32
-0.225,-0.315
-0.23,-0.305
-0.23,-0.315
-0.225,-0.32
-0.205,-0.32
-0.2,-0.34
-0.19,-0.35
-0.185,-0.35
-0.185,-0.36
-0.215,-0.36
-0.255,-0.355
-0.295,-0.355
-0.3,-0.355
-0.295,-0.355
-0.3,-0.34
-0.295,-0.34
-0.29,-0.35
-0.295,-0.365
-0.32,-0.375
-0.34,-0.38
-0.35,-0.38
-0.355,-0.385
-0.36,-0.385
-0.355,-0.38
-0.36,-0.375
-0.315,-0.405
-0.295,-0.41
-0.27,-0.415
-0.25,-0.415
-0.24,-0.415
-0.24,-0.435
-0.26,-0.46
-0.265,-0.46
-0.265,-0.46
-0.265,-0.485
-0.27,-0.485
-0.275,-0.47
-0.265,-0.46
-0.265,-0.48
-0.26,-0.49
-0.255,-0.485
-0.255,-0.505
-0.255,-0.51
-0.26,-0.51
-0.265,-0.495
-0.24,-0.49
-0.215,-0.495
-0.21,-0.495
-0.195,-0.5
-0.19,-0.505
-0.2,-0.51
-0.2,-0.505
-0.195,-0.5
-0.19,-0.5
-0.19,-0.5
-0.19,-0.5
-0.17,-0.5
-0.12,-0.5
-0.1,-0.52
-0.09,-0.53
-0.09,-0.53
-0.115,-0.525
-0.125,-0.515
-0.13,-0.51
-0.13,-0.51
-0.095,-0.51
-0.05,-0.5
-0.02,-0.495
0.0,-0.475
0.02,-0.46
0.05,-0.455
0.05,-0.45
0.05,-0.445
0.08,-0.425
0.14,-0.425
0.165,-0.44
0.155,-0.46
0.135,-0.45
0.13,-0.43
0.13,-0.415
0.14,-0.41
0.175,-0.405
0.2,-0.415
0.2,-0.425
0.185,-0.43
0.19,-0.425
0.22,-0.415
0.235,-0.415
0.245,-0.415
0.24,-0.425
0.255,-0.415
0.27,-0.41
0.29,-0.415
0.305,-0.415
0.31,-0.405
0.325,-0.385
0.305,-0.395
0.4,-0.355
0.41,-0.355
0.4,-0.365
0.385,-0.39
0.375,-0.37
0.37,-0.335
0.365,-0.355
0.36,-0.365
0.36,-0.37
0.345,-0.365
0.305,-0.355
0.265,-0.34
0.215,-0.33
0.14,-0.33
0.08,-0.325
0.04,-0.325
0.035,-0.31
0.025,-0.29
0.02,-0.275
0.03,-0.27
0.08,-0.25
0.125,-0.235
0.16,-0.235
0.205,-0.225
0.245,-0.205
0.285,-0.185
0.275,-0.185
0.27,-0.18
0.26,-0.17
0.245,-0.17
0.235,-0.165
0.23,-0.165
0.22,-0.18
0.21,-0.185
0.205,-0.18
0.205,-0.18
0.195,-0.18
0.185,-0.17
0.19,-0.155
0.195,-0.15
0.2,-0.145
0.205,-0.15
0.225,-0.14
0.24,-0.145
0.245,-0.155
0.235,-0.155
0.215,-0.155
0.19,-0.155
0.165,-0.14
0.19,-0.16
0.215,-0.17
0.235,-0.17
0.26,-0.175
0.275,-0.175
0.28,-0.17
0.245,-0.185
0.25,-0.195
0.26,-0.205
0.27,-0.205
0.34,-0.195
0.42,-0.185
0.5,-0.175
0.53,-0.18
0.55,-0.185
0.565,-0.195
0.555,-0.195
0.545,-0.195
0.535,-0.19
0.52,-0.18
0.485,-0.18
0.445,-0.185
0.46,-0.185
0.335,-0.175
0.275,-0.18
0.215,-0.185
0.17,-0.175
0.11,-0.175
0.04,-0.19
-0.04,-0.175
-0.085,-0.165
-0.105,-0.155
-0.11,-0.155
-0.14,-0.165
-0.16,-0.17
-0.18,-0.16
-0.18,-0.165
-0.185,-0.17
-0.2,-0.175
-0.21,-0.17
-0.2,-0.16
-0.195,-0.155
-0.23,-0.155
-0.245,-0.14
-0.22,-0.125
-0.125,-0.12
-0.115,-0.14
-0.135,-0.155
-0.185,-0.145
-0.225,-0.145
-0.26,-0.125
-0.29,-0.105
-0.31,-0.09
-0.32,-0.075
-0.33,-0.065
-0.33,-0.08
-0.305,-0.085
-0.29,-0.09
-0.29,-0.09
-0.225,-0.09
-0.21,-0.11
-0.255,-0.145
-0.335,-0.105
-0.31,-0.065
-0.24,-0.04
-0.2,-0.08
-0.25,-0.12
-0.29,-0.145
-0.255,-0.125
-0.225,-0.135
-0.21,-0.155
-0.2,-0.18
-0.2,-0.165
-0.18,-0.14
-0.155,-0.115
-0.155,-0.115
-0.215,-0.135
-0.27,-0.15
-0.25,-0.125
-0.235,-0.14
-0.245,-0.16
-0.295,-0.16
-0.42,-0.155
-0.515,-0.14
-0.575,-0.1
-0.615,-0.1
-0.66,-0.105
-0.7,-0.11
-0.67,-0.095
-0.645,-0.11
-0.625,-0.13
-0.635,-0.145
-0.66,-0.17
-0.685,-0.185
-0.675,-0.185
-0.685,-0.18
-0.655,-0.175
-0.635,-0.165
-0.715,-0.14
-0.745,-0.13
-0.74,-0.13
-0.665,-0.13
-0.59,-0.125
-0.54,-0.13
-0.55,-0.13
-0.57,-0.15
-0.605,-0.16
-0.655,-0.155
-0.66,-0.145
-0.665,-0.14
-0.655,-0.15
-0.61,-0.155
-0.57,-0.16
-0.525,-0.155
-0.455,-0.135
-0.36,-0.125
-0.265,-0.12
-0.175,-0.12
-0.15,-0.135
-0.095,-0.145
-0.005,-0.135
0.08,-0.135
0.155,-0.135
0.205,-0.12
0.215,-0.12
0.25,-0.125
0.295,-0.135
0.335,-0.145
0.355,-0.145
0.38,-0.14
0.365,-0.135
0.43,-0.15
0.44,-0.145
0.435,-0.135
0.41,-0.125
0.39,-0.125
0.355,-0.135
0.285,-0.125
0.235,-0.115
0.18,-0.11
0.12,-0.125
0.045,-0.135
-0.03,-0.145
-0.11,-0.135
-0.09,-0.135
-0.06,-0.135
-0.025,-0.13
0.025,-0.085
0.065,-0.045
0.09,-0.015
0.11,-0.01
0.07,0.015
0.01,0.03
-0.05,0.035
-0.055,0.05
-0.045,0.05
-0.015,0.035
-0.005,0.02
0.0,0.01
0.005,-0.005
-0.025,-0.005
-0.055,-0.02
-0.075,-0.03
-0.075,-0.025
-0.08,-0.025
-0.09,-0.025
-0.09,-0.03
-0.13,-0.025
-0.15,-0.035
-0.16,-0.025
-0.16,-0.035
-0.165,-0.04
-0.19,-0.045
-0.215,-0.04
-0.24,-0.04
-0.265,-0.04
-0.275,-0.03
-0.28,-0.03
-0.295,-0.04
-0.32,-0.045
-0.31,-0.03
-0.3,-0.02
-0.29,-0.02
-0.31,-0.04
-0.32,-0.04
-0.33,-0.035
-0.33,-0.04
-0.35,-0.055
-0.37,-0.065
-0.395,-0.055
-0.4,-0.06
-0.415,-0.055
-0.44,-0.035
-0.485,-0.015
-0.505,-0.005
-0.52,-0.015
-0.51,-0.015
-0.515,-0.025
-0.535,-0.04
-0.57,-0.04
-0.585,-0.035
-0.6,-0.04
-0.595,-0.04
-0.625,-0.025
-0.63,-0.015
-0.625,-0.005
-0.625,-0.005
-0.625,-0.005
-0.63,-0.005
-0.65,-0.005
-0.69,-0.005
-0.72,-0.005
-0.705,-0.03
-0.705,-0.045
-0.715,-0.055
-0.72,-0.045
-0.72,-0.075
-0.715,-0.09
-0.705,-0.09
-0.69,-0.115
-0.685,-0.135
-0.685,-0.15
-0.72,-0.15
-0.72,-0.12
-0.715,-0.1
-0.715,-0.09
-0.715,-0.085
-0.72,-0.085
-0.715,-0.085
-0.685,-0.08
-0.675,-0.075
-0.675,-0.085
-0.675,-0.095
-0.665,-0.12
-0.655,-0.14
-0.64,-0.135
-0.64,-0.15
-0.645,-0.17
-0.645,-0.165
-0.645,-0.2
-0.65,-0.2
-0.64,-0.19
-0.65,-0.19
-0.65,-0.18
-0.64,-0.17
-0.66,-0.17
-0.67,-0.175
-0.68,-0.175
-0.68,-0.165
-0.66,-0.17
-0.65,-0.18
-0.665,-0.19
-0.665,-0.205
-0.675,-0.21
-0.69,-0.2
-0.695,-0.2
-0.69,-0.215
-0.675,-0.24
-0.66,-0.24
-0.645,-0.235
-0.625,-0.24
-0.61,-0.25
-0.59,-0.26
-0.575,-0.275
-0.56,-0.3
-0.56,-0.3
-0.565,-0.305
-0.58,-0.31
-0.575,-0.325
-0.565,-0.335
-0.56,-0.345
-0.55,-0.34
-0.54,-0.345
-0.535,-0.355
-0.535,-0.355
-0.52,-0.345
-0.51,-0.345
-0.5,-0.365
-0.495,-0.385
-0.49,-0.395
-0.48,-0.385
-0.48,-0.38
-0.47,-0.385
-0.465,-0.385
-0.465,-0.355
-0.445,-0.36
-0.42,-0.37
-0.39,-0.37
-0.395,-0.37
-0.4,-0.375
-0.405,-0.365
-0.38,-0.37
-0.375,-0.38
-0.375,-0.385
-0.34,-0.375
-0.315,-0.37
-0.295,-0.37
-0.275,-0.375
-0.235,-0.38
-0.215,-0.385
-0.215,-0.395
-0.23,-0.39
-0.225,-0.38
-0.195,-0.37
-0.1,-0.35
-0.02,-0.36
0.03,-0.385
0.04,-0.41
0.03,-0.38
0.005,-0.355
0.015,-0.355
-0.05,-0.355
-0.07,-0.335
-0.085,-0.315
-0.07,-0.3
-0.025,-0.295
0.04,-0.285
0.1,-0.305
0.115,-0.315
0.12,-0.32
0.155,-0.32
0.215,-0.32
0.24,-0.335
0.22,-0.36
0.205,-0.34
0.19,-0.325
0.18,-0.315
0.19,-0.315
0.205,-0.3
0.215,-0.29
0.215,-0.285
0.245,-0.27
0.275,-0.255
0.3,-0.255
0.355,-0.245
0.38,-0.23
0.39,-0.215
0.395,-0.23
0.395,-0.23
0.385,-0.22
0.385,-0.23
0.365,-0.25
0.34,-0.27
0.31,-0.3
0.28,-0.285
0.26,-0.25
0.26,-0.265
0.26,-0.21
0.255,-0.2
0.26,-0.185
0.25,-0.175
0.235,-0.17
0.22,-0.175
0.2,-0.17
0.185,-0.17
0.175,-0.175
0.165,-0.165
0.15,-0.16
0.14,-0.155
0.145,-0.14
0.125,-0.14
0.115,-0.14
0.125,-0.13
0.095,-0.11
0.07,-0.095
0.05,-0.09
0.015,-0.1
0.0,-0.115
-0.01,-0.13
-0.02,-0.13
-0.02,-0.13
-0.005,-0.125
0.025,-0.12
0.025,-0.105
0.02,-0.105
0.01,-0.115
0.025,-0.11
0.05,-0.12
0.075,-0.13
0.09,-0.115
0.1,-0.12
0.105,-0.12
0.105,-0.13
0.1,-0.105
0.095,-0.115
0.12,-0.105
0.165,-0.12
0.21,-0.125
0.25,-0.12
0.28,-0.13
0.32,-0.135
0.36,-0.14
0.41,-0.135
0.415,-0.15
0.425,-0.155
0.445,-0.125
0.455,-0.135
0.45,-0.14
0.425,-0.145
0.41,-0.14
0.385,-0.135
0.36,-0.145
0.325,-0.175
0.28,-0.16
0.23,-0.15
0.185,-0.165
0.13,-0.165
0.075,-0.17
0.03,-0.19
0.005,-0.165
-0.005,-0.155
-0.015,-0.155
-0.03,-0.14
-0.04,-0.15
-0.05,-0.165
-0.05,-0.165
-0.045,-0.155
-0.04,-0.145
-0.04,-0.145
-0.02,-0.155
-0.005,-0.145
0.015,-0.13
0.015,-0.135
0.005,-0.14
-0.01,-0.135
0.005,-0.135
0.0,-0.125
-0.02,-0.115
-0.03,-0.09
0.005,-0.08
0.04,-0.085
0.07,-0.12
0.045,-0.12
0.04,-0.115
0.05,-0.1
0.01,-0.1
-0.01,-0.1
-0.01,-0.1
0.01,-0.085
0.005,-0.085
-0.015,-0.1
-0.05,-0.11
-0.055,-0.1
-0.055,-0.085
-0.045,-0.065
-0.065,-0.065
-0.115,-0.055
-0.15,-0.04
-0.025,-0.015
0.095,-0.055
0.16,-0.12
0.085,-0.18
0.06,-0.155
0.05,-0.13
0.045,-0.13
0.065,-0.135
0.075,-0.125
0.1,-0.115
0.08,-0.13
0.04,-0.13
0.005,-0.11
0.02,-0.105
0.035,-0.115
0.04,-0.14
0.025,-0.175
-0.05,-0.17
-0.12,-0.155
-0.17,-0.14
-0.235,-0.135
-0.29,-0.12
-0.335,-0.1
-0.35,-0.105
-0.335,-0.11
-0.325,-0.115
-0.36,-0.15
-0.415,-0.16
-0.455,-0.165
-0.455,-0.165
-0.395,-0.155
-0.37,-0.15
-0.39,-0.15
-0.375,-0.14
-0.305,-0.13
-0.22,-0.12
-0.21,-0.135
-0.23,-0.145
-0.24,-0.15
-0.175,-0.14
-0.145,-0.15
-0.12,-0.17
-0.13,-0.165
-0.09,-0.17
-0.13,-0.155
-0.195,-0.165
-0.195,-0.175
-0.14,-0.18
-0.06,-0.185
0.0,-0.185
0.02,-0.205
0.045,-0.22
0.09,-0.215
0.15,-0.21
0.24,-0.215
0.36,-0.245
0.47,-0.24
0.535,-0.235
0.565,-0.235
0.565,-0.235
0.58,-0.245
0.63,-0.265
0.725,-0.25
0.79,-0.255
0.83,-0.27
0.835,-0.27
0.85,-0.255
0.86,-0.245
0.875,-0.25
0.88,-0.24
0.885,-0.235
0.875,-0.235
0.85,-0.24
0.795,-0.27
0.715,-0.295
0.62,-0.305
0.55,-0.31
0.475,-0.295
0.51,-0.305
0.38,-0.235
0.38,-0.21
0.395,-0.195
0.4,-0.17
0.405,-0.145
0.415,-0.12
0.415,-0.105
0.42,-0.1
0.43,-0.105
0.44,-0.11
0.415,-0.115
0.39,-0.12
0.375,-0.12
0.425,-0.13
0.435,-0.14
0.405,-0.135
0.4,-0.135
0.395,-0.135
0.39,-0.14
0.37,-0.15
0.36,-0.155
0.36,-0.15
0.385,-0.145
0.39,-0.14
0.375,-0.145
0.345,-0.135
0.335,-0.155
0.31,-0.165
0.275,-0.16
0.25,-0.145
0.245,-0.14
0.245,-0.145
0.245,-0.15
0.265,-0.165
0.26,-0.175
0.275,-0.175
0.19,-0.18
0.17,-0.18
0.17,-0.19
0.17,-0.205
0.165,-0.21
0.15,-0.21
0.125,-0.23
0.105,-0.21
0.09,-0.195
0.09,-0.215
0.1,-0.215
0.1,-0.205
0.085,-0.2
0.045,-0.215
0.01,-0.225
-0.02,-0.23
-0.04,-0.235
-0.065,-0.24
-0.1,-0.245
-0.135,-0.235
-0.145,-0.22
-0.145,-0.205
-0.155,-0.195
-0.19,-0.18
-0.21,-0.175
-0.22,-0.18
-0.22,-0.185
-0.225,-0.19
-0.22,-0.185
-0.24,-0.185
-0.24,-0.19
-0.235,-0.19
-0.25,-0.195
-0.26,-0.22
-0.26,-0.235
-0.265,-0.235
-0.23,-0.26
-0.225,-0.285
-0.235,-0.305
-0.25,-0.29
-0.255,-0.28
-0.265,-0.275
-0.265,-0.275
-0.26,-0.245
-0.265,-0.225
-0.275,-0.23
-0.26,-0.235
-0.24,-0.225
-0.225,-0.215
-0.215,-0.23
-0.215,-0.24
-0.23,-0.245
-0.205,-0.245
-0.215,-0.245
-0.235,-0.25
-0.24,-0.25
-0.235,-0.25
-0.22,-0.26
-0.22,-0.27
-0.225,-0.285
-0.22,-0.295
-0.225,-0.3
-0.225,-0.3
-0.22,-0.31
-0.21,-0.32
-0.195,-0.33
-0.19,-0.33
-0.18,-0.325
-0.165,-0.325
-0.155,-0.32
-0.155,-0.315
-0.15,-0.31
-0.185,-0.33
-0.205,-0.33
-0.23,-0.315
-0.23,-0.32
-0.235,-0.325
-0.235,-0.335
-0.22,-0.36
-0.215,-0.375
-0.21,-0.385
-0.2,-0.395
-0.185,-0.4
-0.16,-0.405
-0.13,-0.415
-0.125,-0.425
-0.12,-0.43
-0.13,-0.43
-0.13,-0.445
-0.125,-0.45
-0.12,-0.445
-0.09,-0.45
-0.095,-0.46
-0.11,-0.47
-0.11,-0.475
-0.1,-0.48
-0.09,-0.485
-0.09,-0.505
-0.09,-0.495
-0.08,-0.49
-0.06,-0.48
-0.035,-0.485
-0.025,-0.49
-0.02,-0.495
-0.02,-0.495
-0.015,-0.49
-0.01,-0.485
-0.01,-0.48
0.0,-0.5
0.01,-0.5
0.035,-0.515
0.035,-0.51
0.04,-0.5
0.065,-0.49
0.11,-0.485
0.12,-0.485
0.115,-0.495
0.09,-0.495
0.105,-0.495
0.135,-0.5
0.17,-0.51
0.21,-0.5
0.255,-0.495
0.3,-0.505
0.335,-0.505
0.34,-0.5
0.335,-0.495
0.315,-0.495
0.32,-0.485
0.33,-0.475
0.32,-0.495
0.31,-0.49
0.3,-0.47
0.285,-0.445
0.3,-0.445
0.34,-0.445
0.385,-0.45
0.41,-0.455
0.41,-0.465
0.405,-0.47
0.41,-0.47
0.41,-0.465
0.4,-0.46
0.4,-0.46
0.39,-0.465
0.4,-0.475
0.42,-0.465
0.445,-0.465
0.47,-0.455
0.5,-0.435
0.525,-0.415
0.54,-0.4
0.55,-0.385
0.575,-0.37
0.61,-0.365
0.64,-0.375
0.665,-0.395
0.695,-0.4
0.71,-0.405
0.715,-0.41
0.71,-0.41
0.69,-0.405
0.675,-0.39
0.71,-0.36
0.725,-0.35
0.74,-0.345
0.755,-0.34
